Geneid	L10_WT1	L10_WT2	L10_WT3	L10_WT4	L1_WT1	L1_WT2	L1_WT4	p13_WT1	p13_WT2	p13_WT3	p13_WT4	p6_WT1	p6_WT2	p6_WT4
ENSMUSG00000097660	9	15	30	5	73	49	89	168	164	112	202	44	42	52
ENSMUSG00000086526	0	1	0	0	4	1	3	3	1	0	1	1	0	1
ENSMUSG00000085105	10	13	14	6	31	22	38	72	59	60	71	19	20	22
ENSMUSG00000066571	218	355	577	201	771	652	842	1325	1343	1481	1776	431	467	478
ENSMUSG00000078380	10	8	14	2	20	17	18	52	24	43	54	14	14	22
ENSMUSG00000066568	165	201	298	176	887	787	974	2072	2091	2536	3106	383	668	705
ENSMUSG00000082684	2	2	4	4	10	11	15	33	39	28	44	10	9	12
ENSMUSG00000086184	2	3	2	3	6	5	9	22	24	18	21	9	6	5
ENSMUSG00000085124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081863	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086631	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000030499	13	11	16	9	70	104	122	199	241	270	266	40	157	72
ENSMUSG00000085923	0	0	0	0	0	0	3	4	2	2	1	4	1	0
ENSMUSG00000087127	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000060402	1	0	2	0	1	2	2	2	1	4	3	0	4	4
ENSMUSG00000063931	251	181	299	132	604	549	574	911	1183	928	1032	221	399	444
ENSMUSG00000077469	0	0	0	0	0	0	2	1	2	3	3	1	0	1
ENSMUSG00000056216	682	594	857	473	1536	1347	1570	2806	2827	2971	4084	531	731	817
ENSMUSG00000093153	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000088799	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034957	218	68	166	95	766	605	717	2710	2469	2162	2677	568	1230	707
ENSMUSG00000030495	46	22	66	18	198	115	218	1050	889	678	819	412	392	273
ENSMUSG00000001802	16	17	31	14	94	86	139	448	253	252	350	227	238	145
ENSMUSG00000088307	1	0	0	0	0	1	2	10	2	5	11	1	1	0
ENSMUSG00000063808	66	70	111	52	241	220	263	358	350	475	542	149	162	161
ENSMUSG00000030494	978	960	1500	691	1854	1675	2008	757	738	956	988	199	203	355
ENSMUSG00000030493	3	5	11	6	61	50	46	92	114	109	137	17	29	30
ENSMUSG00000023072	36	28	48	25	155	133	170	418	422	447	526	111	124	201
ENSMUSG00000100776	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000030492	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSMUSG00000030491	0	1	0	1	10	5	9	18	19	15	33	4	3	9
ENSMUSG00000100068	0	0	2	0	1	1	0	1	0	1	1	0	0	0
ENSMUSG00000034875	64	62	75	47	230	199	144	412	484	409	563	64	110	119
ENSMUSG00000097509	0	2	2	1	5	2	3	15	9	10	12	3	2	3
ENSMUSG00000056043	1	0	1	0	0	1	1	8	10	12	8	2	4	2
ENSMUSG00000034867	137	152	309	133	513	508	599	1101	1116	1302	1438	355	480	445
ENSMUSG00000030417	45	46	54	37	169	134	187	379	447	437	637	62	106	101
ENSMUSG00000043671	95	140	235	105	245	243	151	325	324	367	356	66	116	119
ENSMUSG00000044452	103	160	255	122	606	572	556	1052	1014	1212	1341	246	347	371
ENSMUSG00000096990	3	5	8	3	14	15	9	39	22	32	36	8	9	11
ENSMUSG00000044997	1	1	1	2	1	3	2	3	3	0	3	2	2	0
ENSMUSG00000100387	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000066543	0	0	0	1	0	1	1	3	3	5	7	0	0	3
ENSMUSG00000098016	0	0	0	0	0	0	0	0	2	1	0	0	1	0
ENSMUSG00000093359	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000093216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101965	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104330	0	0	4	0	2	1	4	1	3	2	7	0	3	4
ENSMUSG00000021217	4	8	17	8	87	88	96	174	124	301	320	78	115	109
ENSMUSG00000103882	3	1	7	1	14	12	15	49	17	60	32	12	16	19
ENSMUSG00000102516	2	5	10	5	55	32	59	122	47	174	129	43	43	66
ENSMUSG00000104420	1	2	3	0	19	16	25	57	30	100	61	19	22	42
ENSMUSG00000104454	3	4	4	1	12	13	22	48	20	46	48	8	11	18
ENSMUSG00000089273	0	0	0	0	2	3	0	4	2	6	10	1	2	4
ENSMUSG00000101342	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100616	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000100905	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSMUSG00000099715	59	89	171	63	187	121	66	60	48	52	91	10	3	13
ENSMUSG00000043456	1	1	3	2	9	9	7	24	22	17	25	7	16	11
ENSMUSG00000093540	0	0	0	0	0	0	0	2	2	1	1	1	0	0
ENSMUSG00000064591	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030421	213	161	236	149	541	467	510	1287	1345	1373	1899	255	386	384
ENSMUSG00000002068	17	13	19	8	102	106	31	139	149	166	211	12	46	50
ENSMUSG00000089230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054676	603	462	778	398	620	456	567	1096	1229	1005	1244	264	405	306
ENSMUSG00000074170	506	365	439	302	484	422	552	155	179	254	244	72	88	198
ENSMUSG00000030423	88	70	113	64	233	204	237	384	467	547	657	66	107	115
ENSMUSG00000101410	1	0	1	0	2	1	2	4	6	1	2	3	2	0
ENSMUSG00000101548	0	0	0	0	0	0	0	2	0	0	2	1	1	0
ENSMUSG00000100374	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000101708	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094848	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102073	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000099781	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094920	0	0	0	0	1	0	0	0	0	0	0	3	0	0
ENSMUSG00000099846	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100169	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060565	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099765	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101847	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100810	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095537	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100841	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094233	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099772	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101855	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094419	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101470	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099981	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096277	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101023	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095053	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101703	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101454	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102017	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099951	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100721	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053742	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000098777	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046372	0	0	0	0	1	0	2	0	3	2	2	0	0	0
ENSMUSG00000030424	15	18	32	23	87	70	72	189	174	167	218	61	51	59
ENSMUSG00000100490	3	1	12	2	8	9	14	46	51	47	61	14	9	15
ENSMUSG00000068959	20	27	47	22	131	116	129	389	336	368	391	86	104	106
ENSMUSG00000104150	4	6	15	6	20	24	31	80	52	63	72	19	26	19
ENSMUSG00000099697	31	39	95	48	241	159	245	620	503	556	795	166	170	201
ENSMUSG00000100370	49	61	123	42	242	198	264	779	692	682	922	147	172	182
ENSMUSG00000100214	22	36	70	19	118	105	151	382	274	273	388	73	120	89
ENSMUSG00000101458	1	5	4	2	22	15	16	64	27	32	41	7	10	11
ENSMUSG00000099934	0	0	0	0	2	1	2	1	3	3	1	0	0	1
ENSMUSG00000096980	3	0	3	1	3	2	2	3	1	3	4	2	1	0
ENSMUSG00000074903	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100912	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101901	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102227	0	0	0	0	0	0	0	1	0	1	2	0	0	0
ENSMUSG00000100431	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000102085	0	0	0	0	0	0	0	3	4	7	4	0	0	0
ENSMUSG00000102464	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056836	1	0	1	0	1	0	1	1	1	3	4	1	0	0
ENSMUSG00000101153	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000087914	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100650	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000102898	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100600	0	0	1	0	0	0	1	1	0	2	3	0	1	1
ENSMUSG00000101643	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000084473	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039257	0	0	0	0	0	0	1	0	1	3	3	0	0	1
ENSMUSG00000099768	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091692	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048312	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100732	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101650	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000078737	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000100376	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099657	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000099979	0	0	0	0	0	0	0	2	1	0	1	1	0	1
ENSMUSG00000101196	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSMUSG00000049062	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072259	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000099511	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000092031	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000101449	0	0	0	0	0	0	0	2	0	0	2	1	0	0
ENSMUSG00000082080	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000056383	69	81	100	74	229	221	183	285	304	289	445	79	96	126
ENSMUSG00000091864	0	2	4	0	3	0	3	14	7	5	9	3	2	3
ENSMUSG00000092592	0	0	0	0	1	1	2	14	11	5	9	1	2	5
ENSMUSG00000066537	0	0	0	0	0	0	2	3	8	2	0	0	0	2
ENSMUSG00000074166	34	37	60	41	144	116	126	367	307	335	456	85	88	120
ENSMUSG00000083500	7	22	24	9	47	36	40	124	85	114	123	30	25	42
ENSMUSG00000090744	0	0	1	0	1	0	0	0	1	1	4	1	0	0
ENSMUSG00000090341	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091474	117	119	201	112	594	458	335	643	637	691	940	146	173	228
ENSMUSG00000074165	53	45	78	33	185	150	168	513	473	518	748	113	132	169
ENSMUSG00000091401	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091004	0	0	0	0	0	1	0	0	0	0	1	0	0	1
ENSMUSG00000092193	1	1	2	0	7	7	7	7	13	14	10	0	3	1
ENSMUSG00000092538	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092451	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090383	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000092328	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092032	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000092281	0	0	0	1	1	1	1	2	4	5	4	2	0	2
ENSMUSG00000083623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048574	0	0	0	0	1	0	0	3	1	2	6	0	0	0
ENSMUSG00000090619	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092257	0	1	1	0	4	3	2	2	9	3	3	0	2	2
ENSMUSG00000090967	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000092370	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092411	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092382	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070621	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000030463	0	0	0	0	1	1	1	0	0	0	0	0	0	0
ENSMUSG00000092301	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000092416	52	55	79	44	186	171	191	516	509	596	724	113	179	138
ENSMUSG00000092505	1	0	0	0	0	0	1	1	4	5	4	3	2	0
ENSMUSG00000094462	0	0	0	0	0	1	2	4	3	2	3	1	1	1
ENSMUSG00000092335	5	8	3	4	17	14	13	70	45	55	76	19	16	22
ENSMUSG00000076180	0	0	0	1	0	0	1	3	4	2	4	1	1	4
ENSMUSG00000074158	34	28	57	23	171	154	161	545	425	401	584	114	125	144
ENSMUSG00000069727	24	28	53	21	128	101	103	297	263	303	403	58	87	85
ENSMUSG00000091594	0	0	0	0	0	0	0	1	2	2	0	0	0	1
ENSMUSG00000092554	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000092238	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091926	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092225	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090751	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080892	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044609	1	0	1	0	0	0	1	15	15	17	24	3	4	3
ENSMUSG00000076190	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091528	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071952	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077022	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000074887	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000012640	144	152	307	137	603	520	593	983	975	987	1500	279	277	338
ENSMUSG00000039013	0	1	2	2	12	5	13	4	4	5	16	1	3	9
ENSMUSG00000070606	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030468	1	1	9	0	2	6	12	13	11	20	31	4	5	5
ENSMUSG00000097437	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093639	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000004613	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004612	0	0	7	3	34	9	26	17	46	47	37	5	7	16
ENSMUSG00000038973	1	2	0	0	2	3	4	6	7	3	7	2	3	4
ENSMUSG00000004610	284	187	302	180	830	817	831	989	1421	1230	1057	265	646	464
ENSMUSG00000099210	0	1	0	0	1	0	1	3	0	6	5	1	1	1
ENSMUSG00000070604	7	4	16	7	29	19	53	69	70	76	81	23	24	39
ENSMUSG00000013367	0	1	1	3	6	12	17	18	16	31	16	1	18	8
ENSMUSG00000013353	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000004609	15	11	25	9	45	67	75	214	200	282	301	28	48	71
ENSMUSG00000056592	20	21	32	14	82	84	100	208	175	256	279	66	84	85
ENSMUSG00000030469	64	52	110	76	270	290	294	580	630	714	972	119	187	225
ENSMUSG00000055102	0	0	0	0	0	0	0	4	0	3	3	0	1	1
ENSMUSG00000030472	0	0	0	0	0	0	1	1	2	0	2	0	1	1
ENSMUSG00000030474	4	11	12	3	22	20	32	39	56	76	84	17	25	25
ENSMUSG00000038888	18	16	39	16	78	75	96	141	162	163	178	23	55	49
ENSMUSG00000044737	0	0	0	0	1	1	3	3	4	3	1	0	0	0
ENSMUSG00000097178	0	0	0	0	0	1	4	21	21	12	23	2	4	6
ENSMUSG00000054046	1	0	0	1	2	0	0	2	3	2	2	0	0	0
ENSMUSG00000044430	0	0	0	0	3	0	1	16	9	10	3	1	2	4
ENSMUSG00000067616	1	2	0	3	4	3	15	24	23	13	19	0	5	3
ENSMUSG00000030693	0	1	1	9	6	4	14	15	14	13	14	4	11	3
ENSMUSG00000047884	0	0	1	0	2	2	4	26	20	17	12	3	5	5
ENSMUSG00000064023	0	1	1	1	8	3	5	6	5	7	8	2	3	8
ENSMUSG00000030713	0	0	0	7	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000050063	0	0	0	4	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000074155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006948	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060161	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000063089	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063133	0	0	1	0	2	2	0	0	0	0	0	0	0	0
ENSMUSG00000059042	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044485	14	3	4	7	4	7	0	4	1	4	2	0	0	3
ENSMUSG00000053719	0	0	1	0	2	3	0	0	1	0	0	0	0	0
ENSMUSG00000063177	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066516	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000060177	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038968	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000063713	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066515	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000066513	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066512	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSMUSG00000062073	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000063903	0	0	0	0	0	0	0	2	1	0	0	0	1	0
ENSMUSG00000038782	2	0	1	2	5	5	4	8	3	10	2	2	2	2
ENSMUSG00000088439	0	0	1	0	1	1	0	6	4	1	1	0	0	1
ENSMUSG00000045411	62	98	154	51	482	532	608	1430	1270	1234	1827	388	398	487
ENSMUSG00000101166	1	0	0	0	5	2	4	12	13	14	12	1	2	3
ENSMUSG00000080352	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096296	0	1	1	0	3	2	6	19	10	10	10	2	3	10
ENSMUSG00000095472	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080683	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000012777	1	3	5	2	17	14	20	35	21	27	24	12	9	18
ENSMUSG00000087376	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004473	7	2	4	7	31	25	48	54	49	111	82	2	24	28
ENSMUSG00000038738	2	0	3	3	17	36	38	52	45	40	52	20	38	25
ENSMUSG00000008028	1	3	2	1	4	1	1	5	5	6	11	3	0	2
ENSMUSG00000030731	21	25	29	15	10	17	17	23	21	20	26	11	21	16
ENSMUSG00000047085	0	1	3	2	1	2	9	4	3	2	3	2	1	5
ENSMUSG00000038704	1	0	2	0	2	2	3	4	5	2	2	1	0	4
ENSMUSG00000038695	61	81	128	57	265	337	398	358	374	421	489	142	206	240
ENSMUSG00000098661	0	1	1	0	3	5	6	4	4	7	10	5	2	2
ENSMUSG00000008140	162	173	214	113	463	589	531	395	593	635	498	151	318	316
ENSMUSG00000051113	2	1	1	0	5	5	10	12	13	12	12	2	2	8
ENSMUSG00000038670	0	3	45	2	16	7	26	213	8546	453	540	309	952	1076
ENSMUSG00000008193	0	0	1	1	6	5	2	8	29	13	18	23	28	47
ENSMUSG00000038644	24	21	34	16	124	242	159	223	299	319	277	141	243	312
ENSMUSG00000099330	0	0	0	0	0	0	0	1	0	3	1	2	0	0
ENSMUSG00000060601	134	127	181	79	252	372	523	288	304	386	318	189	233	318
ENSMUSG00000002204	3	6	6	5	16	16	19	19	34	52	28	7	10	23
ENSMUSG00000087560	0	0	0	0	1	0	0	0	0	0	1	2	0	0
ENSMUSG00000062785	13	31	29	8	46	40	34	11	17	11	11	11	6	20
ENSMUSG00000030739	60	43	68	26	159	280	420	590	850	702	506	173	629	394
ENSMUSG00000070574	0	0	0	0	1	0	0	1	0	0	1	1	0	0
ENSMUSG00000066500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048012	1	4	5	5	23	21	22	67	67	83	84	14	18	16
ENSMUSG00000002205	172	137	198	110	324	358	434	471	419	616	476	127	174	184
ENSMUSG00000038539	50	82	133	92	383	484	720	459	578	520	618	121	282	172
ENSMUSG00000043858	64	80	107	64	301	382	327	529	617	675	648	127	236	292
ENSMUSG00000074141	4	15	22	7	42	31	56	92	105	92	79	65	46	68
ENSMUSG00000038520	185	209	277	101	325	373	585	478	445	620	470	293	263	385
ENSMUSG00000011096	132	139	184	80	316	356	381	265	334	398	316	107	170	212
ENSMUSG00000076051	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002963	103	98	143	59	293	297	346	291	341	397	364	128	167	201
ENSMUSG00000038502	119	150	208	104	441	619	619	472	607	703	520	185	385	453
ENSMUSG00000002968	107	94	162	76	237	370	402	255	283	274	253	122	217	212
ENSMUSG00000011658	28	29	67	37	187	219	265	306	315	352	389	131	164	233
ENSMUSG00000060279	141	160	222	90	510	576	621	485	603	685	628	202	442	435
ENSMUSG00000059891	0	2	2	3	1	1	0	6	5	5	6	1	4	3
ENSMUSG00000007783	9	9	26	8	71	66	71	134	84	150	154	64	65	74
ENSMUSG00000052429	54	39	70	25	358	394	367	698	1065	1172	1094	170	297	353
ENSMUSG00000087138	9	16	17	9	43	49	64	133	123	122	169	32	27	60
ENSMUSG00000003190	12	18	24	7	54	80	91	105	105	115	123	47	73	73
ENSMUSG00000003184	174	233	358	159	674	731	777	699	644	768	945	294	343	399
ENSMUSG00000038406	145	175	277	110	501	608	806	747	756	784	897	387	502	510
ENSMUSG00000098839	0	0	1	0	1	2	2	1	5	1	3	1	3	1
ENSMUSG00000038387	44	53	91	44	206	195	333	546	613	767	601	90	185	184
ENSMUSG00000046574	29	60	97	29	175	315	341	441	454	447	391	342	351	428
ENSMUSG00000007837	94	110	112	83	198	251	272	159	182	209	178	70	73	96
ENSMUSG00000003421	55	78	101	58	204	285	305	225	252	315	244	91	128	150
ENSMUSG00000019539	48	51	80	37	308	388	425	362	449	1021	568	47	409	310
ENSMUSG00000003420	164	85	199	104	478	450	542	1061	1257	1327	1170	288	656	499
ENSMUSG00000065495	0	0	2	0	2	5	0	5	4	6	1	5	1	2
ENSMUSG00000003429	1783	1600	2379	1412	6433	4993	5136	7403	8609	9266	10794	760	1596	2191
ENSMUSG00000064767	0	1	0	0	2	3	3	2	6	3	6	2	2	3
ENSMUSG00000074129	2589	2851	4470	2612	9629	8802	9879	11461	12830	14084	14547	1894	3662	5849
ENSMUSG00000065818	2	2	1	0	5	7	4	14	8	9	15	3	1	7
ENSMUSG00000065878	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065628	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105913	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089989	6	6	10	5	61	34	48	110	77	102	157	44	54	60
ENSMUSG00000007833	71	93	125	39	219	349	353	263	244	364	307	155	199	236
ENSMUSG00000003423	91	61	93	71	198	237	254	273	365	411	361	72	137	186
ENSMUSG00000070570	3	0	0	1	7	3	5	1	5	11	4	0	4	0
ENSMUSG00000106470	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038292	0	0	0	2	2	0	1	5	5	4	2	2	4	8
ENSMUSG00000030792	801	262	397	223	130	120	102	6	8	10	6	25	19	22
ENSMUSG00000030796	257	181	250	142	358	440	615	574	677	677	794	382	439	317
ENSMUSG00000030798	1	1	7	4	20	21	28	48	39	55	68	26	20	48
ENSMUSG00000094152	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000088281	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070568	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000038260	174	162	238	106	431	466	636	469	557	651	555	285	333	355
ENSMUSG00000046721	226	191	234	234	671	472	552	380	448	631	853	116	288	446
ENSMUSG00000038239	1	0	6	0	9	8	5	37	1382	204	354	76	125	157
ENSMUSG00000003863	7	14	21	7	33	51	32	67	63	79	78	11	22	36
ENSMUSG00000091510	0	0	2	0	1	2	0	3	4	2	3	0	3	1
ENSMUSG00000003872	2	1	6	2	4	7	7	7	11	24	29	0	4	7
ENSMUSG00000063511	245	423	655	234	1535	1533	1680	1860	1758	1904	3097	1006	899	1002
ENSMUSG00000084519	3	4	9	2	17	19	30	76	68	52	71	12	17	23
