Geneid	L10_WT1	L10_WT2	L10_WT3	L10_WT4	p6_WT1	p6_WT2	p6_WT4
ENSMUSG00000087468	0	0	0	0	0	0	0
ENSMUSG00000095934	0	0	0	0	0	0	0
ENSMUSG00000078324	0	0	0	0	0	0	0
ENSMUSG00000096915	0	0	0	0	0	0	0
ENSMUSG00000094564	0	0	0	0	0	0	0
ENSMUSG00000095558	0	0	0	0	0	0	0
ENSMUSG00000095659	0	0	0	0	0	0	0
ENSMUSG00000094155	0	0	0	0	0	0	0
ENSMUSG00000084363	0	0	0	0	0	0	0
ENSMUSG00000087491	0	0	0	0	0	0	0
ENSMUSG00000073247	0	0	0	0	0	0	0
ENSMUSG00000086757	0	0	0	0	0	0	0
ENSMUSG00000095899	0	0	0	0	0	0	0
ENSMUSG00000085000	0	0	0	0	0	0	0
ENSMUSG00000073245	0	0	0	0	0	0	0
ENSMUSG00000085107	0	0	0	0	0	0	0
ENSMUSG00000082799	0	0	0	0	0	0	0
ENSMUSG00000087847	0	0	0	0	0	0	0
ENSMUSG00000031093	40	35	91	36	157	349	275
ENSMUSG00000017057	25	23	52	28	158	537	341
ENSMUSG00000036699	0	0	0	0	0	0	0
ENSMUSG00000083130	0	0	0	0	0	0	0
ENSMUSG00000081159	1	0	0	0	3	1	2
ENSMUSG00000083755	0	0	0	0	0	0	0
ENSMUSG00000016239	22	9	24	7	19	14	32
ENSMUSG00000084616	3	0	3	0	1	1	2
ENSMUSG00000081407	0	0	0	0	0	0	0
ENSMUSG00000104809	0	0	0	0	0	0	0
ENSMUSG00000079642	0	0	0	0	0	0	0
ENSMUSG00000065031	0	0	0	0	0	0	0
ENSMUSG00000091556	0	0	0	0	0	0	0
ENSMUSG00000006373	358	266	408	261	285	714	778
ENSMUSG00000059708	34	62	71	49	130	127	187
ENSMUSG00000081281	0	0	0	1	1	3	0
ENSMUSG00000037636	1	4	3	2	9	15	21
ENSMUSG00000064530	0	0	0	0	1	0	2
ENSMUSG00000016319	1309	1424	1856	1059	385	1190	1194
ENSMUSG00000084990	0	0	0	0	0	0	0
ENSMUSG00000097468	0	0	0	0	0	0	0
ENSMUSG00000006423	412	367	522	297	294	385	467
ENSMUSG00000084265	0	1	1	2	3	2	4
ENSMUSG00000016308	112	123	168	103	70	118	100
ENSMUSG00000044149	56	95	166	88	55	81	98
ENSMUSG00000087155	0	0	0	0	1	0	0
ENSMUSG00000050379	14	6	26	11	61	137	145
ENSMUSG00000081220	0	0	0	0	0	0	0
ENSMUSG00000044400	0	0	0	0	0	0	0
ENSMUSG00000087873	0	0	0	0	0	0	0
ENSMUSG00000093059	0	0	0	0	0	0	0
ENSMUSG00000079641	685	639	1084	542	393	896	1173
ENSMUSG00000065642	0	1	3	1	2	1	3
ENSMUSG00000036572	66	74	113	47	193	187	204
ENSMUSG00000016409	136	125	145	95	113	220	198
ENSMUSG00000036551	2	0	2	0	1	4	4
ENSMUSG00000016427	942	807	1162	659	60	220	173
ENSMUSG00000036537	11	4	19	3	8	12	16
ENSMUSG00000073243	0	0	0	0	0	0	0
ENSMUSG00000071773	0	0	0	0	0	0	0
ENSMUSG00000051827	0	0	0	0	0	0	0
ENSMUSG00000071772	0	0	0	0	0	0	0
ENSMUSG00000079639	0	0	0	0	0	0	0
ENSMUSG00000095601	0	0	0	0	0	0	0
ENSMUSG00000094945	0	0	0	0	0	0	0
ENSMUSG00000079638	0	0	0	0	0	0	0
ENSMUSG00000084056	0	0	0	0	0	0	0
ENSMUSG00000071771	0	0	0	0	0	0	0
ENSMUSG00000079637	0	0	0	0	0	0	0
ENSMUSG00000079636	0	0	0	0	0	0	0
ENSMUSG00000079635	0	0	0	0	0	0	0
ENSMUSG00000095698	0	0	0	0	0	0	0
ENSMUSG00000065088	0	0	0	0	0	0	0
ENSMUSG00000082297	0	0	0	0	0	0	0
ENSMUSG00000079633	0	0	0	0	0	0	0
ENSMUSG00000096788	0	0	0	0	0	0	0
ENSMUSG00000059626	0	0	0	0	0	0	0
ENSMUSG00000071770	0	0	0	0	0	0	0
ENSMUSG00000095741	0	0	0	0	0	0	0
ENSMUSG00000095510	0	0	0	0	0	0	0
ENSMUSG00000079630	0	0	0	0	0	0	0
ENSMUSG00000080933	0	0	0	0	0	0	0
ENSMUSG00000080241	0	0	0	0	0	0	0
ENSMUSG00000065739	0	0	0	0	0	0	0
ENSMUSG00000079629	0	0	0	0	0	0	0
ENSMUSG00000079628	0	0	0	0	0	0	0
ENSMUSG00000071769	0	0	0	0	0	0	0
ENSMUSG00000064697	0	0	0	0	0	0	0
ENSMUSG00000079627	0	0	0	0	0	0	0
ENSMUSG00000106388	0	0	0	0	0	0	0
ENSMUSG00000081195	0	0	0	0	0	0	0
ENSMUSG00000095180	0	0	0	0	1	1	1
ENSMUSG00000006200	0	0	0	0	0	0	0
ENSMUSG00000071767	0	0	0	0	0	0	0
ENSMUSG00000064137	0	0	0	0	0	0	0
ENSMUSG00000079626	0	0	0	0	0	0	0
ENSMUSG00000068048	0	0	0	0	0	0	0
ENSMUSG00000082734	0	0	0	0	0	0	0
ENSMUSG00000081133	0	0	0	0	0	0	0
ENSMUSG00000068173	0	0	0	0	0	0	0
ENSMUSG00000098348	0	0	0	0	0	0	0
ENSMUSG00000053909	0	0	0	0	0	0	0
ENSMUSG00000051038	0	0	0	0	0	0	0
ENSMUSG00000089963	0	0	0	0	0	0	0
ENSMUSG00000071766	0	0	0	0	0	0	0
ENSMUSG00000050197	0	0	0	0	0	0	0
ENSMUSG00000080942	0	0	0	0	1	3	0
ENSMUSG00000048047	150	195	245	181	234	307	447
ENSMUSG00000036502	3	3	9	6	18	15	34
ENSMUSG00000092794	0	0	0	0	0	0	1
ENSMUSG00000084009	0	0	0	0	0	0	0
ENSMUSG00000016327	0	1	2	0	3	3	7
ENSMUSG00000082497	0	0	0	0	1	0	1
ENSMUSG00000081473	3	0	1	1	1	2	6
ENSMUSG00000016534	1231	935	1386	875	789	1716	2062
ENSMUSG00000087390	0	2	2	1	6	7	3
ENSMUSG00000031095	196	174	297	143	239	404	388
ENSMUSG00000000355	109	107	161	91	108	159	183
ENSMUSG00000048970	238	266	278	196	42	78	114
ENSMUSG00000085611	5	1	4	4	0	4	1
ENSMUSG00000085635	0	0	0	0	0	0	0
ENSMUSG00000092878	0	0	0	0	0	0	0
ENSMUSG00000082723	0	0	0	0	0	0	0
ENSMUSG00000051361	0	0	0	0	0	0	0
ENSMUSG00000081147	0	0	0	0	2	0	0
ENSMUSG00000080896	0	0	2	0	3	1	1
ENSMUSG00000084030	0	0	0	0	0	0	0
ENSMUSG00000084039	0	0	0	0	0	0	0
ENSMUSG00000084247	0	0	0	0	0	0	0
ENSMUSG00000064529	0	0	0	0	0	0	0
ENSMUSG00000079619	0	0	0	0	0	0	0
ENSMUSG00000081324	0	0	0	0	0	0	0
ENSMUSG00000082147	0	0	0	0	0	0	0
ENSMUSG00000083845	0	0	0	0	0	1	0
ENSMUSG00000095240	0	0	0	0	0	0	0
ENSMUSG00000086157	0	0	0	0	0	0	0
ENSMUSG00000092777	0	0	0	0	0	0	0
ENSMUSG00000082005	0	0	0	0	0	0	0
ENSMUSG00000080903	0	0	0	0	0	0	0
ENSMUSG00000083174	0	0	0	0	0	0	0
ENSMUSG00000080996	0	0	0	0	2	3	2
ENSMUSG00000083665	0	0	0	0	0	0	0
ENSMUSG00000083484	0	0	0	0	0	0	0
ENSMUSG00000084287	0	0	0	0	0	0	0
ENSMUSG00000081880	0	0	0	0	0	0	0
ENSMUSG00000083515	0	0	0	0	0	0	0
ENSMUSG00000001986	14	11	21	10	40	146	118
ENSMUSG00000093206	0	0	0	0	0	0	0
ENSMUSG00000082966	0	0	0	0	0	0	0
ENSMUSG00000081918	0	0	0	0	0	0	0
ENSMUSG00000037475	584	566	1030	499	1187	1707	1539
ENSMUSG00000081398	0	0	0	0	0	0	0
ENSMUSG00000080798	0	0	0	0	0	0	1
ENSMUSG00000104879	0	0	0	0	0	0	0
ENSMUSG00000025860	300	346	571	284	638	948	1025
ENSMUSG00000082324	0	0	0	0	0	0	0
ENSMUSG00000104042	0	0	0	0	0	0	0
ENSMUSG00000025862	815	820	1234	675	971	1689	1666
ENSMUSG00000083450	0	0	0	0	0	0	0
ENSMUSG00000105993	0	0	0	0	0	0	0
ENSMUSG00000005696	1	0	0	0	0	2	4
ENSMUSG00000016150	0	1	3	1	6	32	4
ENSMUSG00000077558	0	0	0	0	0	0	0
ENSMUSG00000083098	0	0	0	0	0	0	0
ENSMUSG00000065622	0	0	0	0	0	1	1
ENSMUSG00000081300	0	0	0	0	0	0	0
ENSMUSG00000082839	0	0	0	0	0	0	0
ENSMUSG00000083598	0	0	0	0	0	0	0
ENSMUSG00000078320	0	0	0	0	0	0	0
ENSMUSG00000081856	0	0	0	0	0	0	0
ENSMUSG00000081036	0	0	0	0	0	0	0
ENSMUSG00000081704	0	0	0	0	0	0	0
ENSMUSG00000050926	0	0	0	0	0	0	2
ENSMUSG00000082775	0	0	0	0	0	0	0
ENSMUSG00000080714	0	0	0	0	0	0	0
ENSMUSG00000045284	4	12	11	5	5	19	17
ENSMUSG00000083721	0	0	0	0	0	0	0
ENSMUSG00000037086	0	0	0	0	4	3	5
ENSMUSG00000080764	0	0	0	0	0	0	0
ENSMUSG00000081129	0	0	0	0	0	0	0
ENSMUSG00000082886	0	0	0	0	0	0	1
ENSMUSG00000084158	0	0	0	0	0	0	0
ENSMUSG00000064464	0	0	0	0	0	0	0
ENSMUSG00000084000	0	0	0	0	0	0	0
ENSMUSG00000085157	0	0	0	0	0	0	0
ENSMUSG00000046615	0	0	0	0	0	0	0
ENSMUSG00000081551	0	0	0	0	0	0	0
ENSMUSG00000063816	0	0	0	0	1	1	2
ENSMUSG00000101233	0	0	0	0	0	0	0
ENSMUSG00000082204	0	0	0	0	1	0	0
ENSMUSG00000083499	0	0	0	0	0	0	0
ENSMUSG00000082426	0	0	0	0	0	0	0
ENSMUSG00000083094	0	0	0	0	0	0	0
ENSMUSG00000084348	0	0	0	0	0	0	0
ENSMUSG00000082894	0	0	0	0	0	0	0
ENSMUSG00000031099	7	7	15	6	27	99	61
ENSMUSG00000068014	0	0	0	0	1	0	1
ENSMUSG00000001173	110	149	226	111	262	301	333
ENSMUSG00000037010	897	430	515	327	143	62	298
ENSMUSG00000037005	7	3	5	5	13	31	34
ENSMUSG00000031101	10	9	22	10	26	47	83
ENSMUSG00000036985	235	339	425	233	200	202	285
ENSMUSG00000064806	0	0	0	0	0	0	0
ENSMUSG00000063785	134	118	187	91	224	228	273
ENSMUSG00000097197	3	4	4	2	7	4	10
ENSMUSG00000089443	0	0	0	0	0	0	0
ENSMUSG00000081180	0	0	0	0	0	0	0
ENSMUSG00000088918	0	0	0	0	0	0	0
ENSMUSG00000036959	34	51	79	36	159	218	241
ENSMUSG00000031103	19	30	47	33	126	162	195
ENSMUSG00000036932	156	181	256	116	133	236	255
ENSMUSG00000031104	1	0	4	0	1	1	3
ENSMUSG00000036916	69	46	110	65	178	200	238
ENSMUSG00000031105	5	7	20	5	14	25	29
ENSMUSG00000098271	1	0	0	0	0	0	0
ENSMUSG00000051209	0	0	0	0	0	1	0
ENSMUSG00000031107	9	6	9	3	24	41	54
ENSMUSG00000079606	0	0	0	0	0	0	0
ENSMUSG00000081526	0	0	0	0	1	0	0
ENSMUSG00000031109	69	69	106	64	83	148	162
ENSMUSG00000081320	1	1	2	0	5	3	5
ENSMUSG00000082347	0	0	3	2	4	5	8
ENSMUSG00000087369	0	0	0	0	0	2	0
ENSMUSG00000086948	0	0	0	0	0	0	0
ENSMUSG00000036198	0	0	0	0	0	0	0
ENSMUSG00000083455	0	0	0	0	0	0	0
ENSMUSG00000082192	0	0	0	0	0	0	0
ENSMUSG00000071764	0	0	0	0	0	0	0
ENSMUSG00000067971	0	0	0	0	0	0	0
ENSMUSG00000031111	0	0	1	0	2	1	0
ENSMUSG00000084612	0	0	0	0	0	0	0
ENSMUSG00000056281	0	0	0	0	0	0	0
ENSMUSG00000083399	0	0	0	0	0	0	0
ENSMUSG00000050504	0	0	0	0	0	0	0
ENSMUSG00000089217	0	0	0	0	0	0	0
ENSMUSG00000083754	0	1	0	0	0	1	0
ENSMUSG00000082660	0	0	0	0	0	0	0
ENSMUSG00000094897	0	0	1	0	0	0	0
ENSMUSG00000048173	0	0	0	0	0	0	0
ENSMUSG00000083112	0	0	0	0	0	0	1
ENSMUSG00000085396	21	44	90	37	290	133	216
ENSMUSG00000031112	19	18	20	17	32	122	89
ENSMUSG00000036131	4	4	5	2	3	12	14
ENSMUSG00000050029	206	192	271	189	148	270	315
ENSMUSG00000082556	0	0	0	0	0	0	0
ENSMUSG00000036109	90	115	159	78	97	142	202
ENSMUSG00000082950	0	0	0	0	0	0	0
ENSMUSG00000081350	0	0	0	0	1	0	0
ENSMUSG00000093266	0	0	0	0	0	0	0
ENSMUSG00000081188	0	0	0	0	0	0	0
ENSMUSG00000062184	1	0	3	0	14	84	41
ENSMUSG00000082968	0	0	0	0	0	3	0
ENSMUSG00000055780	0	0	0	0	86	1	0
ENSMUSG00000081439	0	0	0	0	0	0	0
ENSMUSG00000088792	0	0	0	0	0	0	0
ENSMUSG00000031118	0	0	0	0	0	0	0
ENSMUSG00000031119	100	132	174	84	265	443	519
ENSMUSG00000055653	60	24	49	43	42	370	193
ENSMUSG00000086704	0	0	0	1	0	0	1
ENSMUSG00000105738	0	0	0	0	0	0	0
ENSMUSG00000076214	0	0	0	0	0	1	1
ENSMUSG00000055110	0	0	0	1	0	1	1
ENSMUSG00000070106	0	0	0	0	0	0	0
ENSMUSG00000065613	0	0	0	0	0	0	0
ENSMUSG00000065473	0	0	0	0	0	0	0
ENSMUSG00000076041	0	0	0	0	0	0	0
ENSMUSG00000077111	0	0	0	0	0	0	0
ENSMUSG00000065456	0	0	0	0	0	0	0
ENSMUSG00000086173	0	0	0	0	0	0	0
ENSMUSG00000083621	8	6	12	4	14	24	47
ENSMUSG00000081843	0	0	0	0	0	0	0
ENSMUSG00000073207	0	0	1	1	8	20	9
ENSMUSG00000082887	0	0	0	0	0	0	0
ENSMUSG00000083683	0	0	0	0	0	0	0
ENSMUSG00000081684	0	0	0	0	2	1	1
ENSMUSG00000025626	78	66	97	67	113	275	316
ENSMUSG00000025630	177	154	238	138	182	371	416
ENSMUSG00000076050	0	0	0	0	0	0	0
ENSMUSG00000065486	0	0	0	0	0	0	0
ENSMUSG00000076399	0	0	0	0	0	0	0
ENSMUSG00000076140	0	0	0	0	0	0	0
ENSMUSG00000101603	0	0	0	0	2	1	1
ENSMUSG00000065503	0	0	0	0	1	1	1
ENSMUSG00000076122	0	0	1	0	0	0	0
ENSMUSG00000065418	0	0	0	0	0	0	2
ENSMUSG00000087365	2	7	7	2	34	27	25
ENSMUSG00000061082	0	0	0	0	0	0	1
ENSMUSG00000036022	37	43	63	30	36	49	77
ENSMUSG00000036013	0	0	0	0	0	0	0
ENSMUSG00000087975	0	0	0	0	0	0	0
ENSMUSG00000081145	0	0	0	0	0	1	0
ENSMUSG00000023074	257	196	320	150	87	149	176
ENSMUSG00000083798	4	0	0	6	5	11	13
ENSMUSG00000060967	0	0	0	0	0	0	0
ENSMUSG00000079593	1	0	1	1	1	3	5
ENSMUSG00000051851	3	4	12	4	9	15	18
ENSMUSG00000083738	0	0	1	0	0	0	0
ENSMUSG00000084076	0	0	0	0	0	0	0
ENSMUSG00000067925	13	14	25	8	13	24	27
ENSMUSG00000067924	14	28	26	11	29	49	59
ENSMUSG00000071763	0	0	0	0	0	0	0
ENSMUSG00000085998	0	0	1	1	1	2	1
ENSMUSG00000055555	0	0	0	0	0	0	0
ENSMUSG00000054727	0	0	0	0	0	0	0
ENSMUSG00000082616	0	0	0	0	0	0	0
ENSMUSG00000084308	0	0	0	0	0	0	0
ENSMUSG00000059334	0	0	1	1	0	2	0
ENSMUSG00000054626	5	4	7	0	4	3	11
ENSMUSG00000081937	0	0	0	0	0	0	0
ENSMUSG00000083278	0	0	0	0	0	0	0
ENSMUSG00000080968	0	1	1	0	1	2	1
ENSMUSG00000083428	0	0	0	0	0	0	0
ENSMUSG00000086711	0	0	0	0	1	0	0
ENSMUSG00000081119	0	0	0	0	0	0	0
ENSMUSG00000080321	0	0	0	0	0	0	0
ENSMUSG00000095284	0	0	0	0	0	0	0
ENSMUSG00000082817	0	0	0	0	0	0	0
ENSMUSG00000081477	0	0	0	0	0	0	0
ENSMUSG00000096308	0	0	0	0	0	0	0
ENSMUSG00000084070	0	0	0	0	0	0	0
ENSMUSG00000094698	0	0	0	0	0	0	0
ENSMUSG00000081638	0	0	0	0	0	0	0
ENSMUSG00000096468	0	0	0	0	0	0	0
ENSMUSG00000094714	0	0	0	0	0	0	0
ENSMUSG00000094975	0	0	0	0	0	0	0
ENSMUSG00000096376	0	0	0	0	0	0	0
ENSMUSG00000083069	0	0	0	0	0	0	0
ENSMUSG00000094423	0	0	0	0	0	0	0
ENSMUSG00000095890	0	0	0	0	0	0	0
ENSMUSG00000080889	0	0	0	0	0	0	0
ENSMUSG00000067909	0	0	0	0	0	0	0
ENSMUSG00000094317	0	0	0	0	0	0	0
ENSMUSG00000096127	0	0	0	0	0	0	0
ENSMUSG00000095398	0	0	0	0	0	0	0
ENSMUSG00000081298	0	0	0	0	0	0	0
ENSMUSG00000096374	0	0	0	0	0	0	0
ENSMUSG00000084369	0	0	0	0	0	0	0
ENSMUSG00000081706	0	0	0	0	0	0	1
ENSMUSG00000083249	0	0	0	0	0	0	0
ENSMUSG00000081089	0	0	0	0	0	0	0
ENSMUSG00000080383	0	0	0	0	0	0	0
ENSMUSG00000082606	0	0	0	0	0	0	0
ENSMUSG00000031125	0	0	0	0	0	0	2
ENSMUSG00000082253	0	0	0	0	0	1	0
ENSMUSG00000073177	0	0	0	0	0	0	0
ENSMUSG00000081024	0	0	0	0	0	0	0
ENSMUSG00000085114	0	0	0	0	0	0	1
ENSMUSG00000073176	10	17	22	12	27	57	66
ENSMUSG00000097288	0	0	0	0	1	1	0
ENSMUSG00000054850	1	0	2	0	7	16	11
ENSMUSG00000081620	0	0	0	0	0	0	0
ENSMUSG00000058932	0	0	0	0	0	0	0
ENSMUSG00000035967	86	156	282	106	585	500	570
ENSMUSG00000073173	0	0	0	0	0	0	0
ENSMUSG00000064016	0	0	0	0	0	0	0
ENSMUSG00000061273	504	391	540	310	160	403	359
ENSMUSG00000092787	0	0	0	0	0	0	0
ENSMUSG00000060681	128	127	197	84	162	325	261
ENSMUSG00000088394	0	0	0	0	0	0	0
ENSMUSG00000023092	35	34	54	31	344	492	711
ENSMUSG00000088944	0	0	0	0	1	1	0
ENSMUSG00000067878	4	1	4	3	19	15	17
ENSMUSG00000053852	0	0	0	0	0	0	0
ENSMUSG00000031130	0	0	0	0	0	0	0
ENSMUSG00000067873	206	211	271	138	280	369	408
ENSMUSG00000031131	0	0	0	0	0	0	0
ENSMUSG00000085808	0	0	0	0	0	0	0
ENSMUSG00000031132	1	0	1	0	0	0	1
ENSMUSG00000031133	112	100	163	89	501	326	509
ENSMUSG00000031134	105	123	249	102	648	551	608
ENSMUSG00000065110	0	0	0	0	0	0	1
ENSMUSG00000079584	0	0	0	0	0	0	0
ENSMUSG00000036357	0	0	0	0	0	0	0
ENSMUSG00000081100	0	0	0	0	0	0	0
ENSMUSG00000081896	0	0	0	0	0	4	0
ENSMUSG00000084103	0	0	0	0	0	0	0
ENSMUSG00000080710	0	0	0	0	0	0	0
ENSMUSG00000084394	0	0	0	0	0	0	0
ENSMUSG00000083821	0	0	0	0	0	0	0
ENSMUSG00000093905	0	0	0	0	0	0	0
ENSMUSG00000067860	0	0	0	1	0	0	0
ENSMUSG00000081837	0	0	0	0	0	0	0
ENSMUSG00000084044	0	0	0	0	0	0	0
ENSMUSG00000064728	0	0	0	0	0	0	0
ENSMUSG00000084305	0	0	0	0	0	0	0
ENSMUSG00000081373	0	0	0	0	0	0	0
ENSMUSG00000083982	0	0	0	0	1	1	0
ENSMUSG00000083843	0	0	0	0	0	0	0
ENSMUSG00000105997	0	0	0	0	0	0	0
ENSMUSG00000046180	0	0	0	0	0	0	0
ENSMUSG00000031137	10	8	17	5	25	75	68
ENSMUSG00000088157	0	0	0	0	3	0	0
ENSMUSG00000070110	0	0	0	0	0	1	0
ENSMUSG00000088647	0	0	0	0	1	0	0
ENSMUSG00000081209	0	0	0	0	0	1	1
ENSMUSG00000105367	0	0	0	0	0	0	0
ENSMUSG00000105409	0	0	0	0	0	0	0
ENSMUSG00000083366	0	0	0	0	0	0	0
ENSMUSG00000031138	0	0	0	1	0	2	3
ENSMUSG00000046993	1	1	0	0	2	3	4
ENSMUSG00000081341	0	0	0	0	0	0	0
ENSMUSG00000031139	0	0	0	0	0	1	0
ENSMUSG00000062949	217	158	278	116	332	467	479
ENSMUSG00000094896	0	0	2	0	1	0	2
ENSMUSG00000070081	0	0	0	0	4	2	0
ENSMUSG00000079583	0	0	0	0	0	0	0
ENSMUSG00000082226	2	1	0	1	0	2	2
ENSMUSG00000067835	0	0	0	0	0	0	0
ENSMUSG00000081729	0	2	0	1	5	5	1
ENSMUSG00000086562	0	0	0	0	0	0	0
ENSMUSG00000083463	0	0	0	0	0	0	0
ENSMUSG00000084331	0	0	0	0	0	0	1
ENSMUSG00000081891	0	0	0	0	0	0	0
ENSMUSG00000045179	0	0	0	0	0	0	0
ENSMUSG00000087565	0	0	0	0	0	0	0
ENSMUSG00000086577	0	0	0	0	0	0	0
ENSMUSG00000081323	0	0	0	0	1	0	0
ENSMUSG00000087401	0	0	0	0	0	0	0
ENSMUSG00000083543	0	0	0	0	0	0	0
ENSMUSG00000071753	0	1	0	0	0	0	0
ENSMUSG00000080555	0	0	0	0	0	0	0
ENSMUSG00000090546	1	0	0	0	2	1	2
ENSMUSG00000082092	0	0	0	0	0	0	1
ENSMUSG00000083343	0	0	0	0	0	0	0
ENSMUSG00000080910	0	0	0	0	0	0	0
ENSMUSG00000083158	0	0	0	0	0	0	0
ENSMUSG00000057615	0	0	0	0	0	0	0
ENSMUSG00000050900	3	2	1	2	4	9	6
ENSMUSG00000082467	0	0	0	0	0	0	0
ENSMUSG00000096222	0	0	0	0	1	0	0
ENSMUSG00000081409	0	0	0	0	0	0	0
ENSMUSG00000083617	0	0	0	0	0	0	0
ENSMUSG00000082168	0	0	0	0	0	0	0
ENSMUSG00000083576	0	0	0	0	0	0	0
ENSMUSG00000045330	0	0	0	0	0	0	0
ENSMUSG00000082125	0	0	0	0	0	0	0
ENSMUSG00000031194	0	0	0	0	0	0	0
ENSMUSG00000085757	0	0	0	0	0	0	0
ENSMUSG00000081001	0	0	0	0	0	0	0
ENSMUSG00000081765	0	0	0	0	0	0	0
ENSMUSG00000081752	0	0	0	0	3	5	8
ENSMUSG00000082620	0	0	0	0	0	0	0
ENSMUSG00000082965	0	0	0	0	0	0	0
ENSMUSG00000081269	0	0	0	0	0	0	0
ENSMUSG00000084396	0	0	0	0	0	0	0
ENSMUSG00000083346	0	0	0	0	0	0	0
ENSMUSG00000079579	0	0	0	0	0	0	0
ENSMUSG00000031179	1	1	0	0	1	2	1
ENSMUSG00000046699	21	5	31	16	22	7	6
ENSMUSG00000084459	0	0	0	0	0	0	0
ENSMUSG00000082269	0	0	0	0	0	0	0
ENSMUSG00000065903	0	0	0	0	0	0	0
ENSMUSG00000083084	0	0	0	0	0	0	0
ENSMUSG00000081514	0	0	0	0	0	0	0
ENSMUSG00000031181	0	0	0	0	0	0	0
ENSMUSG00000080828	0	0	0	0	0	0	0
ENSMUSG00000083074	0	0	0	0	0	0	0
ENSMUSG00000083243	0	0	0	0	0	0	0
ENSMUSG00000083570	0	0	0	0	0	0	0
ENSMUSG00000082863	0	0	0	0	0	0	0
ENSMUSG00000031182	0	0	0	0	0	0	1
ENSMUSG00000089398	0	0	0	0	0	0	0
ENSMUSG00000036790	1	0	0	0	8	20	6
ENSMUSG00000087708	0	0	0	0	0	0	0
ENSMUSG00000084074	0	0	0	0	0	0	0
ENSMUSG00000077127	0	0	0	0	0	0	0
ENSMUSG00000094184	0	0	0	0	0	0	0
ENSMUSG00000081603	2	2	6	2	4	24	33
ENSMUSG00000077092	0	0	0	0	0	0	0
ENSMUSG00000078017	0	0	0	0	0	0	0
ENSMUSG00000078024	0	0	0	0	0	0	0
ENSMUSG00000070104	0	0	0	0	0	0	0
ENSMUSG00000077119	0	0	0	0	0	0	0
ENSMUSG00000070078	0	0	0	0	0	0	0
ENSMUSG00000078002	0	0	0	0	0	0	0
ENSMUSG00000077872	0	0	0	0	0	0	0
ENSMUSG00000078038	0	0	0	0	0	0	0
ENSMUSG00000096628	0	0	0	0	0	0	0
ENSMUSG00000070073	0	0	0	0	0	0	0
ENSMUSG00000106642	0	0	0	0	0	0	0
ENSMUSG00000095782	0	0	0	0	0	0	0
ENSMUSG00000094894	0	0	0	0	0	0	0
ENSMUSG00000095006	0	0	0	0	0	0	0
ENSMUSG00000096504	0	0	0	0	0	0	0
ENSMUSG00000070071	0	0	0	0	0	0	0
ENSMUSG00000080795	0	0	0	0	0	0	0
ENSMUSG00000081442	0	0	0	0	0	0	0
ENSMUSG00000081598	0	0	0	1	0	0	0
ENSMUSG00000086185	0	0	0	0	0	0	0
ENSMUSG00000087724	0	0	0	0	0	0	0
ENSMUSG00000083010	0	0	0	0	0	0	0
ENSMUSG00000079578	0	0	0	0	0	0	0
ENSMUSG00000079577	0	0	0	0	0	0	0
ENSMUSG00000082621	0	0	0	0	0	0	0
ENSMUSG00000025288	0	0	0	0	0	0	0
ENSMUSG00000065404	0	0	0	0	0	0	0
ENSMUSG00000076005	0	0	0	0	0	0	0
ENSMUSG00000083709	0	0	0	0	0	0	0
ENSMUSG00000106233	0	0	0	0	0	0	0
ENSMUSG00000082202	0	0	0	0	0	0	0
ENSMUSG00000083912	0	0	0	1	0	0	2
ENSMUSG00000082794	0	0	0	0	1	0	0
ENSMUSG00000088697	0	0	0	0	0	0	0
ENSMUSG00000082162	0	0	0	0	0	0	0
ENSMUSG00000081084	0	0	0	0	0	0	0
ENSMUSG00000096946	0	0	0	1	1	4	1
ENSMUSG00000099108	0	0	0	0	0	0	0
ENSMUSG00000098736	0	0	0	0	0	0	0
ENSMUSG00000000838	154	191	310	141	450	902	725
ENSMUSG00000089177	0	0	0	0	2	2	2
ENSMUSG00000062170	2	0	0	0	0	1	1
ENSMUSG00000083046	0	0	0	0	0	0	0
ENSMUSG00000107228	0	0	0	0	0	0	0
ENSMUSG00000071748	1	0	2	0	0	1	2
ENSMUSG00000056815	0	0	0	0	0	0	0
ENSMUSG00000082228	0	0	0	0	0	0	0
ENSMUSG00000065689	0	0	0	0	0	0	0
ENSMUSG00000086676	0	0	0	0	0	0	0
ENSMUSG00000031189	1	1	7	1	9	15	23
ENSMUSG00000082926	0	0	1	0	0	0	1
ENSMUSG00000100511	0	0	0	0	0	0	0
ENSMUSG00000059690	0	0	0	0	0	0	0
ENSMUSG00000035847	330	380	516	307	206	333	433
ENSMUSG00000045237	60	46	59	48	28	73	79
ENSMUSG00000073141	0	0	0	0	0	0	0
ENSMUSG00000081199	0	0	0	0	0	0	0
ENSMUSG00000082538	0	0	0	0	0	0	0
ENSMUSG00000084193	0	0	0	0	0	0	0
ENSMUSG00000086989	0	0	0	0	0	0	0
ENSMUSG00000082770	0	0	0	0	0	0	0
ENSMUSG00000082713	0	0	0	0	0	0	0
ENSMUSG00000073139	131	113	175	99	49	120	121
ENSMUSG00000083747	0	0	0	0	0	0	0
ENSMUSG00000083784	0	0	0	0	0	0	0
ENSMUSG00000087325	0	0	0	0	0	0	0
ENSMUSG00000082336	0	0	0	0	0	0	1
ENSMUSG00000080843	0	0	0	0	0	0	0
